City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,"""Kids Play Areas""",Parking,Area (Sq.Ft.),State,Area Type
Surat,Palanpur,Residential,4200000,Furnished,2,2,Individual,0,0,0,3,1150.0,Gujarat,Built-up Area
Surat,Palanpur Patia,Residential,5500000,Furnished,2,2,Individual,0,0,0,3,1200.0,Gujarat,Built-up Area
Surat,Athwalines,Residential,81000000,Unfurnished,3,3,Individual,0,0,0,0,7650.0,Gujarat,Plot Area
Surat,Abhva,Residential,50000000,Unfurnished,5,5,Room-attached,1,0,1,9,6500.0,Gujarat,Built-up Area
Surat,Jahangirpura,Residential,3500000,Furnished,2,1,Connected,0,0,0,2,1000.0,Gujarat,Built-up Area
Surat,Yoginagar Society,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,2,764.0,Gujarat,Built-up Area
Surat,Vip Road,Residential,17000000,Semi-Furnished,4,5,"Connected,Individual,Room-attached",0,0,0,3,4500.0,Gujarat,Built-up Area
Surat,Jahangirabad,Residential,5500000,Furnished,2,1,Individual,0,0,0,2,1285.0,Gujarat,Built-up Area
Surat,Jahangirpura,Residential,3800000,Furnished,3,2,Individual,0,0,0,2,1306.0,Gujarat,Built-up Area
Surat,Dahin Nagar,Residential,4042000,Unfurnished,2,2,Room-attached,0,0,0,1,1155.0,Gujarat,Built-up Area
Surat,Chowk Bazar,Residential,5748000,Unfurnished,2,2,Room-attached,1,0,1,1,1321.0,Gujarat,Built-up Area
Surat,Kadodara,Residential,5500000,Unfurnished,3,3,Individual,1,0,1,1,1730.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,5500000,Semi-Furnished,2,3,Individual,0,0,0,0,1342.0,Gujarat,Built-up Area
Surat,Dumas,Residential,27500000,Unfurnished,3,3,Individual,0,0,0,0,3600.0,Gujarat,Plot Area
Surat,Dindoli,Residential,7500000,Unfurnished,4,4,Individual,0,0,1,2,2025.0,Gujarat,Built-up Area
Surat,Adajan,Residential,12500000,Unfurnished,3,3,Individual,0,0,0,0,900.0,Gujarat,Plot Area
Surat,Vip Road,Residential,50000000,Unfurnished,5,5,"Connected,Individual,Room-attached",0,0,0,4,5400.0,Gujarat,Built-up Area
Surat,Vesu,Residential,6000000,Unfurnished,2,2,"Individual,Room-attached",0,0,0,2,1275.0,Gujarat,Built-up Area
Surat,Vesu,Residential,23231647,Unfurnished,1,1,Individual,0,0,0,2,530.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,7500000,Semi-Furnished,3,3,Connected,0,0,0,2,1725.0,Gujarat,Built-up Area
Surat,Surat Railway Station,Residential,3500000,Furnished,2,2,Room-attached,0,0,0,1,960.0,Gujarat,Built-up Area
Surat,Dumas,Residential,60000000,Unfurnished,5,4,"Connected,Individual,Room-attached",1,1,1,4,10000.0,Gujarat,Built-up Area
Surat,Jahangirpura,Residential,4300000,Furnished,2,2,"Connected,Individual,Room-attached",0,0,0,2,1252.0,Gujarat,Built-up Area
Surat,Surat Dumas Road,Residential,11000000,Unfurnished,3,3,"Connected,Room-attached",0,0,0,3,2160.0,Gujarat,Built-up Area
Surat,Adajan,Residential,2800000,Semi-Furnished,1,1,Individual,0,0,0,2,368.0,Gujarat,Built-up Area
Surat,Dindoli,Residential,3851000,Semi-Furnished,3,3,Individual,0,0,0,0,1238.0,Gujarat,Built-up Area
Surat,Dumas,Residential,600000000,Unfurnished,3,3,Individual,0,0,0,0,87606.0,Gujarat,Plot Area
Surat,Maroli,Residential,35000000,Unfurnished,3,3,Individual,0,0,0,0,54000.0,Gujarat,Plot Area
Surat,Vesu,Residential,6200000,Furnished,2,2,Room-attached,0,0,0,1,1310.0,Gujarat,Built-up Area
Surat,Palsana,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,63000.0,Gujarat,Plot Area
Surat,Rander Road,Commercial,0,Furnished,0,0,No Balcony,0,0,0,2,1000.0,Gujarat,Carpet Area
Surat,Dabholi,Residential,23231647,Semi-Furnished,2,2,Room-attached,0,0,0,1,1296.0,Gujarat,Built-up Area
Surat,Begampura,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,500.0,Gujarat,Built-up Area
Surat,Vesu,Residential,26000000,Furnished,5,5,"Connected,Individual,Room-attached",0,0,0,4,4300.0,Gujarat,Built-up Area
Surat,Adajan,Residential,2000000,Unfurnished,1,1,Room-attached,0,0,0,0,700.0,Gujarat,Built-up Area
Surat,Althan,Residential,5021000,Unfurnished,2,2,Room-attached,0,0,1,1,1275.0,Gujarat,Built-up Area
Surat,Vip Road,Residential,15000000,Unfurnished,3,3,Individual,0,0,0,0,2340.0,Gujarat,Plot Area
Surat,Ghod Dhod Road,Residential,65000000,Furnished,5,5,Connected,0,0,0,9,3645.0,Gujarat,Built-up Area
Surat,Althan,Residential,5800000,Furnished,2,2,Individual,0,0,0,2,1172.0,Gujarat,Built-up Area
Surat,Vesu,Residential,27000000,Furnished,4,4,"Connected,Individual,Room-attached",0,0,0,4,3351.0,Gujarat,Built-up Area
Surat,Vesu,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,3,344.0,Gujarat,Built-up Area
Surat,Vesu,Residential,23400000,Unfurnished,4,4,Individual,0,1,0,1,3600.0,Gujarat,Built-up Area
Surat,Vesu,Residential,31300000,Unfurnished,5,5,Individual,1,0,0,1,4975.0,Gujarat,Built-up Area
Surat,Anand Mahal Road,Residential,1751000,Furnished,1,1,Room-attached,0,0,0,1,750.0,Gujarat,Built-up Area
Surat,Dumas,Residential,14000000,Unfurnished,3,3,Room-attached,1,0,1,3,2500.0,Gujarat,Built-up Area
Surat,Vesu,Commercial,0,Furnished,0,0,Connected,0,0,0,2,1600.0,Gujarat,Built-up Area
Surat,Dumas,Residential,8300000,Unfurnished,3,3,Individual,0,0,0,4,1930.0,Gujarat,Saleable Area
Surat,Athwalines,Residential,21500000,Unfurnished,4,4,Individual,0,0,0,3,3900.0,Gujarat,Saleable Area
Surat,Piplod,Commercial,0,Unfurnished,0,0,Connected,0,0,0,2,2000.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,7318000,Furnished,3,3,Connected,0,0,0,0,1830.0,Gujarat,Carpet Area
Surat,Abhva,Residential,12500000,Unfurnished,3,3,Individual,0,0,0,2,2260.0,Gujarat,Built-up Area
Surat,Pal,Residential,8500000,Furnished,3,3,Individual,0,0,0,3,1755.0,Gujarat,Carpet Area
Surat,Vesu,Residential,14500000,Unfurnished,3,3,Individual,1,0,0,2,2350.0,Gujarat,Saleable Area
Surat,Pal,Residential,8600000,Furnished,3,3,Individual,0,0,0,3,1600.0,Gujarat,Carpet Area
Surat,Gabheni,Residential,10700000,Unfurnished,3,3,Individual,0,0,0,3,2441.0,Gujarat,Built-up Area
Surat,Pal,Residential,15200000,Unfurnished,3,4,"Connected,Individual",0,0,1,3,2626.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,5500000,Semi-Furnished,2,2,Individual,0,0,0,3,700.0,Gujarat,Built-up Area
Surat,Surat Dumas Road,Commercial,0,Unfurnished,0,0,Individual,0,0,0,2,2000.0,Gujarat,Built-up Area
Surat,Bhimrad,Residential,22000000,Unfurnished,3,3,Individual,1,0,0,0,1575.0,Gujarat,Plot Area
Surat,Dumas,Residential,9600000,Unfurnished,3,3,Connected,0,0,0,4,2300.0,Gujarat,Built-up Area
Surat,Piplod,Residential,23231647,Unfurnished,5,5,Connected,0,0,0,12,16000.0,Gujarat,Built-up Area
Surat,Abhva,Residential,23231647,Unfurnished,4,4,Connected,0,0,0,7,4300.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,7600000,Unfurnished,3,3,Room-attached,0,0,1,2,1900.0,Gujarat,Saleable Area
Surat,Pal,Residential,12500000,Unfurnished,3,3,Individual,0,0,0,3,2321.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,4800000,Furnished,2,2,Individual,0,0,0,3,1062.0,Gujarat,Built-up Area
Surat,Adajan Gam,Residential,2500000,Unfurnished,1,3,Individual,0,0,0,0,950.0,Gujarat,Built-up Area
Surat,Abhva,Residential,15500000,Unfurnished,3,3,Connected,0,0,0,5,2560.0,Gujarat,Built-up Area
Surat,Gabheni,Residential,6900000,Furnished,3,3,Individual,0,0,0,3,1575.0,Gujarat,Built-up Area
Surat,Vesu,Residential,48000000,Unfurnished,5,5,Connected,1,1,1,7,6000.0,Gujarat,Built-up Area
Surat,Adajan,Residential,23231647,Unfurnished,3,3,Connected,1,0,0,1,1857.0,Gujarat,Saleable Area
Surat,Dumas,Residential,13500000,Unfurnished,3,4,Connected,0,0,0,6,2560.0,Gujarat,Built-up Area
Surat,Bhimrad,Residential,23231647,Unfurnished,3,3,Individual,1,1,0,1,1805.0,Gujarat,Built-up Area
Surat,Vesu,Residential,12100000,Furnished,3,3,Individual,0,0,0,2,2380.0,Gujarat,Saleable Area
Surat,Vesu,Residential,19400000,Unfurnished,4,4,Connected,0,0,0,3,3075.0,Gujarat,Saleable Area
Surat,Pal,Residential,16000000,Unfurnished,4,4,Connected,1,0,1,6,3033.0,Gujarat,Built-up Area
Surat,Adajan,Residential,15200000,Unfurnished,4,4,Connected,0,0,0,6,3135.0,Gujarat,Built-up Area
Surat,Vip Road,Residential,22500000,Unfurnished,3,3,Individual,0,0,0,2,2750.0,Gujarat,Built-up Area
Surat,Jahangirabad,Residential,5500000,Furnished,2,1,Individual,0,0,0,2,1240.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,7277000,Unfurnished,3,3,Room-attached,0,0,0,1,1775.0,Gujarat,Built-up Area
Surat,Pal,Residential,23231647,Unfurnished,3,3,Individual,0,0,0,3,2062.0,Gujarat,Built-up Area
Surat,Jahangirabad,Residential,5500000,Furnished,2,2,Individual,0,0,0,3,1216.0,Gujarat,Carpet Area
Surat,Vesu,Residential,13800000,Unfurnished,4,4,Individual,1,0,0,1,2885.0,Gujarat,Saleable Area
Surat,Adajan,Residential,8818000,Furnished,3,4,"Connected,Individual",0,0,0,2,2347.0,Gujarat,Built-up Area
Surat,Vesu,Residential,18000000,Furnished,4,4,Connected,0,0,0,3,3300.0,Gujarat,Built-up Area
Surat,Pal Gam,Residential,8500000,Furnished,3,3,Individual,0,0,0,0,1675.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,23231647,Unfurnished,3,3,Individual,0,0,0,2,2111.0,Gujarat,Built-up Area
Surat,Pal Gam,Residential,27500000,Furnished,4,1,Connected,0,0,0,5,3008.0,Gujarat,Built-up Area
Surat,Vanta,Residential,27500000,Furnished,4,4,"Connected,Individual",0,0,0,3,3850.0,Gujarat,Built-up Area
Surat,Piplod,Residential,28000000,Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,5,1800.0,Gujarat,Built-up Area
Surat,Palod,Residential,7550000,Unfurnished,3,3,Individual,0,0,0,3,1976.0,Gujarat,Built-up Area
Surat,Adajan,Residential,24000000,Furnished,4,4,Individual,0,0,0,3,3208.0,Gujarat,Carpet Area
Surat,Adajan,Residential,56000000,Unfurnished,5,5,Room-attached,0,0,0,7,8000.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,4100000,Furnished,2,3,Individual,0,0,0,0,1275.0,Gujarat,Built-up Area
Surat,Bhimrad,Residential,8400000,Unfurnished,3,3,Individual,1,0,0,2,1715.0,Gujarat,Saleable Area
Surat,Piplod,Residential,23231647,Unfurnished,5,6,Connected,0,0,0,12,6000.0,Gujarat,Built-up Area
Surat,Dumas,Residential,12500000,Unfurnished,3,3,Connected,0,0,0,3,2111.0,Gujarat,Built-up Area
Surat,Pal,Residential,6000000,Furnished,3,3,"Connected,Individual",0,0,0,3,1754.0,Gujarat,Carpet Area
Surat,Parujan,Residential,7500000,Furnished,3,3,Individual,0,0,0,3,1715.0,Gujarat,Carpet Area
Surat,Vesu,Commercial,0,Unfurnished,0,0,Connected,1,0,0,9,10000.0,Gujarat,Built-up Area
Surat,Palanpur,Residential,5400000,Unfurnished,2,2,Connected,1,0,1,5,1264.0,Gujarat,Built-up Area
Surat,Vesu,Residential,12500000,Unfurnished,3,3,Individual,1,1,0,2,2284.0,Gujarat,Saleable Area
Surat,Palanpur,Residential,23231647,Unfurnished,3,3,Individual,0,0,0,3,2440.0,Gujarat,Built-up Area
